Date,CO2,Humidite,Luminosite,Temperature,Batterie
2023-06-06 11:28:39,484.0,44.0,282.0,23.9,3651.0
2023-06-26 09:52:16,399.0,44.0,383.0,26.1,3657.0
2023-06-26 09:57:16,411.0,44.0,535.0,26.1,3657.0
2023-06-26 10:02:16,416.0,44.0,518.0,26.1,3657.0
2023-06-26 10:07:16,402.0,44.0,272.0,26.1,3657.0
2023-06-26 10:12:16,407.0,44.0,252.0,26.1,3654.0
2023-06-26 10:17:16,410.0,43.0,522.0,26.1,3657.0
2023-06-26 10:22:16,415.0,43.0,572.0,26.2,3657.0
2023-06-26 10:27:16,411.0,43.0,569.0,26.2,3654.0
2023-06-26 10:32:16,403.0,43.0,245.0,26.2,3654.0
2023-06-26 10:37:16,412.0,43.0,478.0,26.2,3654.0
2023-06-26 10:42:16,419.0,43.0,575.0,26.2,3654.0
2023-06-26 10:47:16,410.0,43.0,468.0,26.3,3657.0
2023-06-26 10:52:16,403.0,43.0,636.0,26.2,3657.0
2023-06-26 10:57:16,411.0,42.0,636.0,26.3,3654.0
2023-06-26 11:02:16,414.0,42.0,683.0,26.3,3654.0
2023-06-26 11:07:16,417.0,42.0,407.0,26.3,3657.0
2023-06-26 11:12:16,418.0,42.0,330.0,26.4,3654.0
2023-06-26 11:17:16,417.0,41.0,616.0,26.3,3657.0
2023-06-26 11:22:16,420.0,41.0,683.0,26.4,3657.0
2023-06-26 11:27:16,421.0,41.0,700.0,26.4,3654.0
2023-06-26 11:32:16,413.0,40.0,461.0,26.4,3657.0
2023-06-26 11:37:16,407.0,40.0,424.0,26.4,3654.0
2023-06-26 11:42:16,413.0,40.0,451.0,26.4,3657.0
2023-06-26 11:47:16,409.0,40.0,613.0,26.4,3654.0
2023-06-26 11:52:16,416.0,40.0,441.0,26.4,3654.0
2023-06-26 11:57:16,421.0,40.0,660.0,26.4,3654.0
2023-06-26 12:02:16,407.0,39.0,431.0,26.4,3657.0
2023-06-26 12:07:16,416.0,39.0,437.0,26.4,3657.0
2023-06-26 12:12:16,402.0,39.0,373.0,26.4,3654.0
2023-06-26 12:17:16,411.0,39.0,390.0,26.4,3654.0
2023-06-26 12:22:16,420.0,39.0,710.0,26.4,3657.0
2023-06-26 12:27:16,397.0,39.0,596.0,26.4,3654.0
2023-06-26 12:32:16,411.0,39.0,643.0,26.4,3657.0
2023-06-26 12:37:16,414.0,39.0,737.0,26.5,3651.0
2023-06-26 12:42:16,419.0,39.0,751.0,26.5,3654.0
2023-06-26 12:47:16,412.0,39.0,764.0,26.5,3657.0
2023-06-26 12:52:16,415.0,38.0,774.0,26.5,3654.0
2023-06-26 12:57:16,422.0,38.0,895.0,26.5,3654.0
2023-06-26 13:02:16,412.0,37.0,882.0,26.6,3654.0
2023-06-26 13:07:16,406.0,37.0,549.0,26.6,3657.0
2023-06-26 13:12:16,425.0,37.0,872.0,26.6,3657.0
2023-06-26 13:17:16,417.0,37.0,774.0,26.6,3657.0
2023-06-26 13:22:16,410.0,37.0,815.0,26.6,3654.0
2023-06-26 13:27:16,411.0,36.0,589.0,26.6,3657.0
2023-06-26 13:32:16,436.0,37.0,579.0,26.6,3657.0
2023-06-26 13:37:16,458.0,37.0,579.0,26.7,3654.0
2023-06-26 13:42:16,509.0,37.0,535.0,26.7,3657.0
2023-06-26 13:47:16,543.0,37.0,646.0,26.7,3654.0
2023-06-26 13:52:16,539.0,37.0,542.0,26.8,3654.0
2023-06-26 13:57:16,538.0,37.0,478.0,26.8,3657.0
2023-06-26 14:02:16,521.0,37.0,421.0,26.8,3654.0
2023-06-26 14:07:16,545.0,37.0,680.0,26.8,3654.0
2023-06-26 14:12:16,525.0,37.0,639.0,26.8,3654.0
2023-06-26 14:17:16,534.0,37.0,660.0,26.8,3654.0
2023-06-26 14:22:16,544.0,37.0,724.0,26.9,3657.0
2023-06-26 14:27:16,529.0,37.0,751.0,26.9,3654.0
2023-06-26 14:32:16,568.0,37.0,798.0,27.0,3651.0
2023-06-26 14:37:16,513.0,36.0,794.0,26.9,3654.0
2023-06-26 14:42:16,508.0,36.0,485.0,27.0,3651.0
2023-06-26 14:47:16,475.0,36.0,690.0,26.9,3654.0
2023-06-26 14:52:16,473.0,36.0,744.0,26.9,3657.0
2023-06-26 14:57:15,453.0,35.0,542.0,26.9,3657.0
2023-06-26 15:02:15,437.0,35.0,741.0,26.9,3657.0
2023-06-26 15:07:15,441.0,35.0,596.0,26.9,3657.0
2023-06-26 15:12:16,437.0,35.0,589.0,26.9,3654.0
2023-06-26 15:17:16,435.0,35.0,508.0,26.9,3654.0
2023-06-26 15:22:15,431.0,35.0,693.0,26.9,3654.0
2023-06-26 15:27:16,416.0,35.0,673.0,26.9,3657.0
2023-06-26 15:32:17,419.0,34.0,522.0,26.9,3657.0
2023-06-26 15:37:16,417.0,34.0,700.0,26.9,3654.0
2023-06-26 15:42:15,412.0,34.0,683.0,26.8,3657.0
2023-06-26 15:47:15,407.0,34.0,677.0,26.9,3654.0
2023-06-26 15:52:15,411.0,34.0,680.0,26.9,3654.0
2023-06-26 15:57:15,407.0,34.0,666.0,26.9,3654.0
2023-06-26 16:02:16,405.0,34.0,673.0,26.9,3654.0
2023-06-26 16:07:15,410.0,33.0,677.0,26.9,3654.0
2023-06-26 16:12:15,399.0,34.0,636.0,26.9,3657.0
2023-06-26 16:17:16,417.0,33.0,650.0,26.9,3654.0
2023-06-26 16:22:15,403.0,33.0,646.0,26.9,3654.0
2023-06-26 16:27:15,413.0,33.0,639.0,26.9,3657.0
2023-06-26 16:32:15,396.0,33.0,623.0,26.9,3654.0
2023-06-26 16:37:15,406.0,33.0,599.0,26.9,3657.0
2023-06-26 16:42:15,408.0,33.0,609.0,26.9,3657.0
2023-06-26 16:47:15,407.0,33.0,599.0,26.9,3654.0
2023-06-26 16:52:15,399.0,33.0,586.0,26.9,3657.0
2023-06-26 16:57:15,394.0,33.0,569.0,26.9,3654.0
2023-06-26 17:02:15,408.0,33.0,569.0,26.9,3657.0
2023-06-26 17:12:15,402.0,33.0,549.0,26.9,3654.0
2023-06-26 17:17:15,405.0,33.0,511.0,26.9,3657.0
2023-06-26 17:22:15,411.0,33.0,508.0,26.9,3654.0
2023-06-26 17:27:15,400.0,33.0,532.0,26.9,3654.0
2023-06-26 17:32:15,398.0,33.0,515.0,26.9,3657.0
2023-06-26 17:37:15,421.0,33.0,437.0,26.8,3657.0
2023-06-26 17:42:15,412.0,33.0,545.0,26.8,3654.0
2023-06-26 17:47:15,408.0,33.0,562.0,26.9,3657.0
2023-06-26 17:52:15,406.0,33.0,579.0,26.9,3657.0
2023-06-26 17:57:15,415.0,33.0,575.0,26.9,3654.0
2023-06-26 18:02:15,407.0,32.0,498.0,26.9,3657.0
2023-06-26 18:07:15,396.0,32.0,424.0,26.8,3651.0
2023-06-26 18:12:15,407.0,33.0,441.0,26.8,3654.0
2023-06-26 18:17:15,407.0,32.0,481.0,26.8,3657.0
2023-06-26 18:22:15,408.0,33.0,474.0,26.8,3654.0
2023-06-26 18:27:15,408.0,32.0,471.0,26.8,3657.0
2023-06-26 18:32:15,398.0,33.0,424.0,26.8,3657.0
2023-06-26 18:37:15,413.0,32.0,400.0,26.8,3657.0
2023-06-26 18:42:15,391.0,33.0,421.0,26.8,3654.0
2023-06-26 18:47:15,403.0,33.0,377.0,26.8,3654.0
2023-06-26 18:52:15,398.0,33.0,360.0,26.7,3654.0
2023-06-26 18:57:15,413.0,33.0,316.0,26.7,3654.0
2023-06-26 19:02:15,400.0,33.0,296.0,26.7,3657.0
2023-06-26 19:07:15,402.0,33.0,286.0,26.7,3657.0
2023-06-26 19:12:15,392.0,33.0,279.0,26.7,3654.0
2023-06-26 19:17:15,404.0,33.0,330.0,26.7,3654.0
2023-06-26 19:22:15,405.0,33.0,340.0,26.6,3654.0
2023-06-26 19:27:15,392.0,33.0,316.0,26.6,3657.0
2023-06-26 19:32:15,400.0,33.0,262.0,26.6,3654.0
2023-06-26 19:37:15,398.0,33.0,235.0,26.6,3657.0
2023-06-26 19:42:15,399.0,33.0,212.0,26.6,3657.0
2023-06-26 19:47:15,397.0,33.0,202.0,26.6,3657.0
2023-06-26 19:52:15,410.0,33.0,185.0,26.6,3654.0
