Date,CO2,Humidite,Luminosite,Temperature,Batterie
2023-06-06 11:28:22,469.0,37.0,532.0,26.0,3650.0
2023-06-26 09:51:51,419.0,44.0,383.0,27.4,3656.0
2023-06-26 09:56:51,417.0,44.0,488.0,27.4,3656.0
2023-06-26 10:01:51,411.0,44.0,471.0,27.5,3656.0
2023-06-26 10:06:50,418.0,44.0,279.0,27.4,3656.0
2023-06-26 10:11:50,417.0,44.0,255.0,27.4,3656.0
2023-06-26 10:16:50,410.0,43.0,461.0,27.5,3656.0
2023-06-26 10:21:50,415.0,43.0,505.0,27.5,3656.0
2023-06-26 10:26:50,409.0,43.0,491.0,27.5,3656.0
2023-06-26 10:31:50,417.0,43.0,259.0,27.5,3656.0
2023-06-26 10:36:50,414.0,43.0,461.0,27.5,3656.0
2023-06-26 10:41:50,415.0,43.0,495.0,27.5,3656.0
2023-06-26 10:46:51,411.0,43.0,569.0,27.6,3656.0
2023-06-26 10:51:50,424.0,43.0,555.0,27.7,3656.0
2023-06-26 10:56:50,417.0,43.0,549.0,27.7,3656.0
2023-06-26 11:01:50,417.0,42.0,596.0,27.7,3656.0
2023-06-26 11:06:50,421.0,42.0,397.0,27.8,3656.0
2023-06-26 11:11:50,417.0,42.0,323.0,27.8,3656.0
2023-06-26 11:16:50,418.0,42.0,511.0,27.8,3656.0
2023-06-26 11:21:50,416.0,41.0,592.0,27.7,3656.0
2023-06-26 11:26:50,418.0,41.0,636.0,27.8,3656.0
2023-06-26 11:31:50,419.0,41.0,444.0,27.9,3656.0
2023-06-26 11:36:50,419.0,41.0,407.0,27.9,3656.0
2023-06-26 11:41:50,420.0,41.0,508.0,27.9,3656.0
2023-06-26 11:46:50,419.0,41.0,592.0,27.9,3656.0
2023-06-26 11:51:50,419.0,41.0,434.0,27.9,3656.0
2023-06-26 11:56:50,416.0,41.0,592.0,28.0,3656.0
2023-06-26 12:01:50,416.0,41.0,431.0,28.0,3656.0
2023-06-26 12:06:50,413.0,41.0,485.0,28.0,3656.0
2023-06-26 12:11:50,416.0,41.0,363.0,28.0,3656.0
2023-06-26 12:16:50,417.0,41.0,383.0,28.1,3656.0
2023-06-26 12:21:50,416.0,41.0,599.0,28.1,3656.0
2023-06-26 12:26:50,412.0,41.0,643.0,28.1,3656.0
2023-06-26 12:31:50,413.0,41.0,474.0,28.2,3656.0
2023-06-26 12:36:50,414.0,41.0,660.0,28.2,3656.0
2023-06-26 12:41:50,415.0,41.0,636.0,28.2,3656.0
2023-06-26 12:46:50,424.0,41.0,670.0,28.2,3653.0
2023-06-26 12:51:50,416.0,41.0,677.0,28.3,3656.0
2023-06-26 12:56:50,426.0,41.0,784.0,28.3,3656.0
2023-06-26 13:01:50,420.0,41.0,757.0,28.4,3656.0
2023-06-26 13:06:50,415.0,41.0,545.0,28.4,3656.0
2023-06-26 13:11:50,415.0,41.0,788.0,28.4,3656.0
2023-06-26 13:16:50,414.0,41.0,761.0,28.5,3656.0
2023-06-26 13:21:50,424.0,41.0,754.0,28.4,3656.0
2023-06-26 13:26:50,424.0,40.0,579.0,28.5,3656.0
2023-06-26 13:31:50,424.0,40.0,778.0,28.6,3656.0
2023-06-26 13:36:50,428.0,40.0,616.0,28.6,3656.0
2023-06-26 13:41:50,425.0,40.0,555.0,28.6,3653.0
2023-06-26 13:46:50,422.0,40.0,606.0,28.6,3656.0
2023-06-26 13:51:50,420.0,40.0,646.0,28.6,3656.0
2023-06-26 13:56:50,422.0,40.0,495.0,28.7,3656.0
2023-06-26 14:01:50,421.0,40.0,444.0,28.6,3656.0
2023-06-26 14:06:50,412.0,40.0,653.0,28.7,3656.0
2023-06-26 14:11:50,418.0,40.0,626.0,28.7,3656.0
2023-06-26 14:16:50,415.0,40.0,717.0,28.7,3656.0
2023-06-26 14:21:50,419.0,40.0,757.0,28.8,3656.0
2023-06-26 14:26:50,420.0,40.0,734.0,28.8,3656.0
2023-06-26 14:31:50,416.0,40.0,771.0,28.8,3656.0
2023-06-26 14:36:50,428.0,40.0,781.0,28.9,3653.0
2023-06-26 14:41:50,421.0,40.0,498.0,28.9,3656.0
2023-06-26 14:46:50,420.0,40.0,663.0,28.9,3656.0
2023-06-26 14:51:50,424.0,39.0,693.0,28.9,3656.0
2023-06-26 14:56:50,427.0,40.0,518.0,28.9,3656.0
2023-06-26 15:01:50,417.0,39.0,535.0,29.0,3656.0
2023-06-26 15:06:50,412.0,39.0,697.0,29.0,3656.0
2023-06-26 15:11:50,404.0,39.0,778.0,29.0,3656.0
2023-06-26 15:16:50,429.0,39.0,757.0,29.0,3656.0
2023-06-26 15:21:50,412.0,39.0,741.0,29.0,3656.0
2023-06-26 15:26:50,426.0,39.0,720.0,29.0,3656.0
