Date,Temperature,Humidite,O3,NO2,SO2,CO,PM1_0,PM2_5,PM10_0,Batterie
2023-06-26 09:48:19,0.0,0.0,0.027999999999999997,0.02,0.008,0.72,0.0,0.0,0.0,3.2
2023-06-26 09:56:33,0.0,0.0,0.027999999999999997,0.022000000000000002,0.008,0.718,0.0,0.0,0.0,3.2
2023-06-26 10:00:40,0.0,0.0,0.027999999999999997,0.022000000000000002,0.008,0.7170000000000001,0.0,0.0,0.0,3.2
2023-06-26 10:04:48,0.0,0.0,0.027000000000000003,0.022000000000000002,0.008,0.7170000000000001,0.0,0.0,0.0,3.2
2023-06-26 10:08:55,0.0,0.0,0.027000000000000003,0.022000000000000002,0.008,0.716,0.0,0.0,0.0,3.2
2023-06-26 10:45:41,0.0,0.0,0.027999999999999997,0.019,0.006999999999999999,0.701,0.0,0.0,0.0,3.2
2023-06-26 10:53:54,0.0,0.0,0.027999999999999997,0.019,0.006999999999999999,0.6990000000000001,0.0,0.0,0.0,3.2
2023-06-26 10:58:01,0.0,0.0,0.027999999999999997,0.019,0.006999999999999999,0.6940000000000001,0.0,0.0,0.0,3.2
2023-06-26 11:02:07,0.0,0.0,0.027000000000000003,0.018000000000000002,0.006999999999999999,0.6920000000000001,0.0,0.0,0.0,3.2
2023-06-26 11:06:14,0.0,0.0,0.027000000000000003,0.018000000000000002,0.006999999999999999,0.6940000000000001,0.0,0.0,0.0,3.2
2023-06-26 11:10:20,0.0,0.0,0.026000000000000002,0.018000000000000002,0.006999999999999999,0.6990000000000001,0.0,0.0,0.0,3.2
2023-06-26 11:18:35,0.0,0.0,0.026000000000000002,0.018000000000000002,0.006999999999999999,0.6970000000000001,0.0,0.0,0.0,3.2
2023-06-26 11:22:43,0.0,0.0,0.026000000000000002,0.016,0.006,0.6940000000000001,0.0,0.0,0.0,3.2
2023-06-26 11:26:49,0.0,0.0,0.026000000000000002,0.016,0.006,0.691,0.0,0.0,0.0,3.2
2023-06-26 11:30:56,0.0,0.0,0.026000000000000002,0.016,0.006,0.69,0.0,0.0,0.0,3.2
2023-06-26 11:35:02,0.0,0.0,0.026000000000000002,0.017,0.006,0.6890000000000001,0.0,0.0,0.0,3.2
2023-06-26 11:43:15,0.0,0.0,0.026000000000000002,0.017,0.006,0.69,0.0,0.0,0.0,3.2
2023-06-26 11:47:23,0.0,0.0,0.026000000000000002,0.016,0.006,0.693,0.0,0.0,0.0,3.2
2023-06-26 11:51:31,0.0,0.0,0.026000000000000002,0.017,0.006,0.6970000000000001,0.0,0.0,0.0,3.2
2023-06-26 11:55:37,0.0,0.0,0.026000000000000002,0.017,0.006999999999999999,0.6990000000000001,0.0,0.0,0.0,3.2
2023-06-26 12:03:50,0.0,0.0,0.026000000000000002,0.016,0.006,0.698,0.0,0.0,0.0,3.2
2023-06-26 12:07:57,0.0,0.0,0.026000000000000002,0.016,0.006,0.6970000000000001,0.0,0.0,0.0,3.2
2023-06-26 12:12:05,0.0,0.0,0.026000000000000002,0.016,0.006999999999999999,0.6970000000000001,0.0,0.0,0.0,3.2
2023-06-26 12:16:11,0.0,0.0,0.027000000000000003,0.017,0.006999999999999999,0.696,0.0,0.0,0.0,3.2
2023-06-26 12:20:18,0.0,0.0,0.027000000000000003,0.017,0.006999999999999999,0.6970000000000001,0.0,0.0,0.0,3.2
2023-06-26 12:28:31,0.0,0.0,0.027000000000000003,0.017,0.006999999999999999,0.696,0.0,0.0,0.0,3.2
2023-06-26 12:32:38,0.0,0.0,0.027999999999999997,0.017,0.006999999999999999,0.695,0.0,0.0,0.0,3.2
2023-06-26 12:36:45,0.0,0.0,0.027999999999999997,0.016,0.006,0.6920000000000001,0.0,0.0,0.0,3.2
2023-06-26 12:40:52,0.0,0.0,0.027999999999999997,0.017,0.006,0.69,0.0,0.0,0.0,3.2
2023-06-26 12:44:58,0.0,0.0,0.027999999999999997,0.017,0.006,0.688,0.0,0.0,0.0,3.2
2023-06-26 12:53:11,0.0,0.0,0.027000000000000003,0.017,0.006,0.688,0.0,0.0,0.0,3.2
2023-06-26 12:57:18,0.0,0.0,0.027000000000000003,0.016,0.006,0.687,0.0,0.0,0.0,3.2
2023-06-26 13:01:24,0.0,0.0,0.027000000000000003,0.016,0.006,0.687,0.0,0.0,0.0,3.2
2023-06-26 13:05:31,0.0,0.0,0.026000000000000002,0.016,0.006,0.688,0.0,0.0,0.0,3.2
2023-06-26 13:13:45,0.0,0.0,0.026000000000000002,0.016,0.006,0.691,0.0,0.0,0.0,3.2
2023-06-26 13:17:52,0.0,0.0,0.027000000000000003,0.016,0.006,0.69,0.0,0.0,0.0,3.2
2023-06-26 13:21:59,0.0,0.0,0.026000000000000002,0.016,0.006,0.693,0.0,0.0,0.0,3.2
2023-06-26 13:26:07,0.0,0.0,0.026000000000000002,0.016,0.006,0.711,0.0,0.0,0.0,3.2
2023-06-26 13:30:13,0.0,0.0,0.027000000000000003,0.016,0.006,0.713,0.0,0.0,0.0,3.2
2023-06-26 13:38:27,0.0,0.0,0.027000000000000003,0.016,0.006,0.708,0.0,0.0,0.0,3.2
2023-06-26 13:42:34,0.0,0.0,0.027000000000000003,0.017,0.006,0.7340000000000001,0.0,0.0,0.0,3.2
2023-06-26 13:46:42,0.0,0.0,0.026000000000000002,0.017,0.006,0.7390000000000001,0.0,0.0,0.0,3.2
2023-06-26 13:50:49,0.0,0.0,0.026000000000000002,0.016,0.006,0.7390000000000001,0.0,0.0,0.0,3.2
2023-06-26 13:54:56,0.0,0.0,0.026000000000000002,0.016,0.006,0.748,0.0,0.0,0.0,3.2
2023-06-26 14:03:10,0.0,0.0,0.026000000000000002,0.016,0.006,0.752,0.0,0.0,0.0,3.2
2023-06-26 14:07:17,0.0,0.0,0.027000000000000003,0.016,0.006,0.785,0.0,0.0,0.0,3.2
2023-06-26 14:11:24,0.0,0.0,0.027000000000000003,0.016,0.006,0.792,0.0,0.0,0.0,3.2
