Date,CO2,Humidite,Luminosite,Temperature,Batterie
2023-06-06 11:26:03,477.0,47.0,542.0,23.1,3644.0
2023-06-26 09:49:43,426.0,44.0,396.0,25.7,3649.0
2023-06-26 09:54:43,426.0,43.0,538.0,25.7,3649.0
2023-06-26 09:59:43,428.0,43.0,558.0,25.7,3649.0
2023-06-26 10:04:43,435.0,43.0,323.0,25.8,3649.0
2023-06-26 10:09:43,421.0,43.0,290.0,25.8,3649.0
2023-06-26 10:14:43,428.0,43.0,529.0,25.8,3649.0
2023-06-26 10:19:42,428.0,43.0,600.0,25.8,3649.0
2023-06-26 10:24:42,436.0,43.0,543.0,25.9,3649.0
2023-06-26 10:29:42,422.0,43.0,305.0,25.9,3649.0
2023-06-26 10:34:42,420.0,42.0,297.0,25.9,3649.0
2023-06-26 10:39:42,423.0,42.0,565.0,25.9,3646.0
2023-06-26 10:44:42,415.0,42.0,650.0,25.9,3649.0
2023-06-26 10:49:42,422.0,42.0,660.0,26.0,3649.0
2023-06-26 10:54:42,425.0,41.0,697.0,25.9,3649.0
2023-06-26 10:59:42,424.0,41.0,497.0,26.0,3649.0
2023-06-26 11:04:42,420.0,40.0,636.0,26.1,3649.0
2023-06-26 11:09:42,422.0,40.0,677.0,26.1,3649.0
2023-06-26 11:14:42,420.0,39.0,385.0,26.1,3646.0
2023-06-26 11:19:42,427.0,39.0,647.0,26.1,3649.0
2023-06-26 11:24:42,431.0,38.0,711.0,26.1,3649.0
2023-06-26 11:29:42,422.0,38.0,780.0,26.2,3646.0
2023-06-26 11:34:42,424.0,38.0,519.0,26.2,3649.0
2023-06-26 11:39:42,424.0,38.0,505.0,26.2,3649.0
2023-06-26 11:44:42,422.0,38.0,506.0,26.3,3649.0
2023-06-26 11:49:42,425.0,38.0,713.0,26.3,3649.0
2023-06-26 11:54:42,420.0,38.0,628.0,26.3,3649.0
2023-06-26 11:59:42,422.0,38.0,590.0,26.3,3649.0
2023-06-26 12:04:42,418.0,38.0,504.0,26.3,3649.0
2023-06-26 12:09:42,417.0,38.0,526.0,26.3,3646.0
2023-06-26 12:14:42,419.0,38.0,427.0,26.4,3649.0
2023-06-26 12:19:42,418.0,38.0,514.0,26.4,3649.0
2023-06-26 12:24:42,426.0,37.0,790.0,26.4,3649.0
2023-06-26 12:29:42,419.0,37.0,668.0,26.4,3646.0
2023-06-26 12:34:42,412.0,37.0,521.0,26.5,3646.0
2023-06-26 12:39:42,432.0,37.0,835.0,26.5,3649.0
2023-06-26 12:44:42,417.0,37.0,879.0,26.5,3649.0
2023-06-26 12:49:42,409.0,37.0,792.0,26.5,3646.0
2023-06-26 12:54:42,421.0,36.0,892.0,26.6,3646.0
2023-06-26 12:59:42,419.0,36.0,919.0,26.7,3649.0
2023-06-26 13:04:42,431.0,35.0,703.0,26.7,3646.0
2023-06-26 13:09:42,423.0,35.0,654.0,26.7,3646.0
2023-06-26 13:14:42,421.0,35.0,957.0,26.8,3646.0
2023-06-26 13:19:42,413.0,35.0,963.0,26.8,3646.0
2023-06-26 13:24:42,410.0,35.0,721.0,26.8,3649.0
2023-06-26 13:29:42,421.0,35.0,699.0,26.9,3646.0
2023-06-26 13:34:42,425.0,35.0,906.0,26.9,3646.0
2023-06-26 13:39:42,410.0,34.0,685.0,26.9,3646.0
2023-06-26 13:44:42,420.0,34.0,667.0,26.9,3646.0
2023-06-26 13:49:42,416.0,34.0,745.0,26.9,3646.0
2023-06-26 13:54:42,423.0,33.0,651.0,26.9,3649.0
2023-06-26 13:59:42,412.0,34.0,547.0,26.9,3646.0
2023-06-26 14:04:42,419.0,33.0,567.0,27.0,3649.0
2023-06-26 14:09:42,409.0,33.0,847.0,27.0,3646.0
2023-06-26 14:14:42,417.0,33.0,920.0,27.0,3646.0
2023-06-26 14:19:42,414.0,33.0,887.0,27.0,3649.0
2023-06-26 14:24:42,421.0,34.0,924.0,27.1,3649.0
2023-06-26 14:29:42,423.0,34.0,939.0,27.1,3646.0
2023-06-26 14:34:42,408.0,33.0,956.0,27.2,3646.0
2023-06-26 14:39:42,421.0,33.0,616.0,27.2,3646.0
2023-06-26 14:44:42,423.0,33.0,603.0,27.2,3646.0
2023-06-26 14:49:42,402.0,33.0,908.0,27.3,3644.0
2023-06-26 14:54:42,422.0,33.0,944.0,27.3,3646.0
2023-06-26 14:59:42,413.0,33.0,643.0,27.3,3646.0
2023-06-26 15:04:42,407.0,33.0,948.0,27.3,3646.0
2023-06-26 15:09:42,410.0,32.0,621.0,27.3,3649.0
2023-06-26 15:14:42,430.0,33.0,609.0,27.3,3644.0
2023-06-26 15:19:42,434.0,33.0,894.0,27.4,3646.0
2023-06-26 15:24:42,426.0,33.0,874.0,27.4,3646.0
2023-06-26 15:29:42,445.0,32.0,585.0,27.4,3649.0
2023-06-26 15:34:42,447.0,32.0,911.0,27.4,3646.0
2023-06-26 15:39:42,429.0,32.0,895.0,27.4,3646.0
2023-06-26 15:44:42,425.0,32.0,891.0,27.4,3646.0
2023-06-26 15:49:42,426.0,31.0,897.0,27.5,3646.0
2023-06-26 15:54:42,426.0,31.0,893.0,27.4,3646.0
2023-06-26 15:59:42,404.0,31.0,884.0,27.5,3646.0
2023-06-26 16:04:42,408.0,31.0,883.0,27.5,3646.0
2023-06-26 16:09:42,420.0,31.0,891.0,27.5,3646.0
2023-06-26 16:14:42,414.0,31.0,858.0,27.5,3646.0
2023-06-26 16:19:42,425.0,31.0,879.0,27.6,3646.0
2023-06-26 16:24:42,412.0,31.0,676.0,27.5,3649.0
2023-06-26 16:29:42,408.0,31.0,842.0,27.6,3646.0
2023-06-26 16:34:42,413.0,31.0,828.0,27.6,3644.0
2023-06-26 16:39:42,409.0,31.0,814.0,27.6,3646.0
2023-06-26 16:44:42,410.0,31.0,833.0,27.6,3646.0
2023-06-26 16:49:42,407.0,31.0,797.0,27.6,3649.0
2023-06-26 16:54:42,414.0,31.0,802.0,27.6,3646.0
2023-06-26 16:59:42,412.0,30.0,782.0,27.6,3646.0
2023-06-26 17:04:42,407.0,30.0,770.0,27.6,3646.0
2023-06-26 17:14:42,407.0,30.0,759.0,27.6,3646.0
2023-06-26 17:19:42,421.0,30.0,672.0,27.6,3649.0
2023-06-26 17:24:42,404.0,30.0,697.0,27.6,3646.0
2023-06-26 17:29:41,408.0,30.0,690.0,27.6,3646.0
2023-06-26 17:34:41,407.0,30.0,552.0,27.6,3646.0
2023-06-26 17:39:41,403.0,30.0,649.0,27.6,3649.0
2023-06-26 17:44:41,404.0,30.0,626.0,27.6,3649.0
2023-06-26 17:49:41,399.0,29.0,649.0,27.6,3646.0
2023-06-26 17:54:41,420.0,29.0,726.0,27.6,3646.0
2023-06-26 17:59:41,418.0,30.0,639.0,27.5,3646.0
