Date,CO2,Humidite,Luminosite,Temperature,Batterie
2023-06-06 11:28:45,1334.0,49.0,373.0,25.0,3662.0
2023-06-26 09:57:32,421.0,42.0,447.0,27.1,3664.0
2023-06-26 10:07:32,420.0,42.0,262.0,27.1,3664.0
2023-06-26 10:17:32,405.0,43.0,434.0,27.2,3664.0
2023-06-26 10:27:32,409.0,42.0,461.0,27.2,3664.0
2023-06-26 10:37:32,420.0,42.0,451.0,27.2,3664.0
2023-06-26 10:47:32,403.0,42.0,498.0,27.2,3664.0
2023-06-26 10:57:32,419.0,42.0,525.0,27.3,3664.0
2023-06-26 11:07:32,404.0,41.0,387.0,27.4,3664.0
2023-06-26 11:17:32,409.0,41.0,488.0,27.4,3664.0
2023-06-26 11:27:32,407.0,41.0,596.0,27.4,3664.0
2023-06-26 11:37:32,406.0,40.0,407.0,27.5,3664.0
2023-06-26 11:47:32,422.0,40.0,495.0,27.5,3664.0
2023-06-26 11:57:32,413.0,40.0,565.0,27.5,3664.0
2023-06-26 12:07:32,420.0,39.0,397.0,27.5,3664.0
2023-06-26 12:17:32,423.0,39.0,377.0,27.6,3664.0
2023-06-26 12:27:32,418.0,39.0,505.0,27.6,3664.0
2023-06-26 12:37:32,425.0,39.0,619.0,27.6,3664.0
2023-06-26 12:47:32,423.0,38.0,633.0,27.7,3664.0
2023-06-26 12:57:32,412.0,38.0,754.0,27.8,3664.0
2023-06-26 13:07:32,430.0,37.0,515.0,27.7,3664.0
2023-06-26 13:17:31,418.0,37.0,683.0,27.9,3664.0
2023-06-26 13:27:32,431.0,36.0,677.0,27.9,3664.0
2023-06-26 13:37:31,419.0,36.0,569.0,27.9,3664.0
2023-06-26 13:47:31,424.0,36.0,629.0,28.0,3664.0
2023-06-26 13:57:31,398.0,36.0,461.0,28.0,3664.0
2023-06-26 14:07:31,424.0,35.0,633.0,28.0,3664.0
2023-06-26 14:17:31,408.0,35.0,616.0,28.0,3664.0
2023-06-26 14:27:31,425.0,35.0,683.0,28.1,3664.0
2023-06-26 14:37:31,421.0,35.0,710.0,28.2,3664.0
2023-06-26 14:47:31,414.0,35.0,633.0,28.2,3662.0
2023-06-26 14:57:31,414.0,34.0,491.0,28.2,3662.0
2023-06-26 15:07:31,409.0,34.0,498.0,28.2,3664.0
2023-06-26 15:17:31,409.0,34.0,485.0,28.3,3664.0
2023-06-26 15:27:31,397.0,34.0,602.0,28.2,3664.0
