Date,Luminosite,Humidite,CO2,Temperature,Batterie
2023-06-26 16:22:53,20.0,34.0,425.0,26.6,3656.0
2023-06-26 16:27:53,23.0,34.0,424.0,26.7,3659.0
2023-06-26 16:32:53,23.0,34.0,431.0,26.6,3656.0
2023-06-26 16:37:53,20.0,34.0,434.0,26.6,3656.0
2023-06-26 16:42:53,20.0,34.0,437.0,26.7,3656.0
2023-06-26 16:47:53,20.0,34.0,425.0,26.6,3656.0
2023-06-26 16:52:53,20.0,33.0,428.0,26.6,3659.0
2023-06-26 16:57:53,20.0,33.0,434.0,26.6,3659.0
2023-06-26 17:02:53,20.0,33.0,435.0,26.6,3656.0
2023-06-26 17:12:53,16.0,33.0,420.0,26.7,3656.0
2023-06-26 17:17:53,13.0,33.0,429.0,26.6,3656.0
2023-06-26 17:22:53,13.0,33.0,421.0,26.6,3656.0
2023-06-26 17:27:53,16.0,33.0,423.0,26.6,3656.0
2023-06-26 17:32:53,13.0,33.0,435.0,26.6,3656.0
2023-06-26 17:37:53,10.0,33.0,437.0,26.6,3656.0
2023-06-26 17:42:53,13.0,33.0,430.0,26.6,3656.0
2023-06-26 17:47:53,13.0,33.0,410.0,26.6,3656.0
2023-06-26 17:52:53,16.0,33.0,416.0,26.6,3656.0
2023-06-26 17:57:53,16.0,33.0,424.0,26.6,3659.0
2023-06-26 18:02:53,13.0,33.0,413.0,26.6,3656.0
2023-06-26 18:07:53,10.0,33.0,427.0,26.6,3656.0
2023-06-26 18:12:53,10.0,33.0,427.0,26.5,3656.0
2023-06-26 18:17:53,13.0,33.0,421.0,26.5,3659.0
2023-06-26 18:22:53,13.0,33.0,420.0,26.5,3656.0
2023-06-26 18:27:53,10.0,33.0,422.0,26.5,3659.0
2023-06-26 18:32:53,10.0,33.0,401.0,26.5,3659.0
2023-06-26 18:37:53,10.0,33.0,424.0,26.4,3656.0
2023-06-26 18:42:53,10.0,33.0,413.0,26.4,3656.0
2023-06-26 18:47:53,10.0,33.0,424.0,26.4,3656.0
2023-06-26 18:52:53,6.0,33.0,416.0,26.4,3656.0
2023-06-26 18:57:53,6.0,33.0,434.0,26.3,3656.0
2023-06-26 19:02:53,6.0,33.0,426.0,26.3,3659.0
2023-06-26 19:07:53,6.0,33.0,418.0,26.3,3659.0
2023-06-26 19:12:53,6.0,33.0,430.0,26.2,3659.0
2023-06-26 19:17:53,6.0,33.0,422.0,26.3,3659.0
2023-06-26 19:22:53,6.0,33.0,423.0,26.3,3659.0
2023-06-26 19:27:53,6.0,34.0,425.0,26.2,3659.0
2023-06-26 19:32:53,6.0,34.0,429.0,26.2,3656.0
2023-06-26 19:37:53,6.0,34.0,433.0,26.2,3656.0
2023-06-26 19:42:53,6.0,33.0,436.0,26.1,3656.0
2023-06-26 19:47:53,6.0,34.0,420.0,26.1,3659.0
2023-06-26 19:52:53,6.0,34.0,416.0,26.1,3656.0
2023-06-26 19:57:53,6.0,34.0,426.0,26.1,3659.0
2023-06-26 20:02:53,6.0,34.0,429.0,26.0,3656.0
2023-06-26 20:07:53,6.0,34.0,417.0,26.0,3659.0
2023-06-26 20:12:53,6.0,34.0,452.0,26.0,3656.0
2023-06-26 20:17:53,3.0,34.0,430.0,26.0,3656.0
2023-06-26 20:22:53,3.0,34.0,435.0,26.0,3656.0
2023-06-26 20:27:53,3.0,34.0,437.0,26.0,3659.0
2023-06-26 20:32:52,3.0,34.0,437.0,25.9,3656.0
2023-06-26 20:37:52,3.0,34.0,432.0,25.9,3656.0
2023-06-26 20:42:52,3.0,34.0,435.0,25.9,3659.0
2023-06-26 20:47:52,3.0,34.0,438.0,25.9,3659.0
2023-06-26 20:52:52,3.0,34.0,462.0,25.8,3659.0
2023-06-26 20:57:52,3.0,34.0,441.0,25.8,3659.0
2023-06-26 21:02:52,3.0,34.0,433.0,25.8,3659.0
2023-06-26 21:07:52,3.0,34.0,447.0,25.8,3659.0
2023-06-26 21:12:53,3.0,34.0,441.0,25.8,3656.0
2023-06-26 21:17:53,3.0,34.0,445.0,25.7,3659.0
2023-06-26 21:22:53,3.0,34.0,436.0,25.7,3656.0
2023-06-26 21:27:52,3.0,34.0,443.0,25.7,3661.0
2023-06-26 21:32:52,3.0,34.0,437.0,25.6,3656.0
2023-06-26 21:37:53,0.0,34.0,447.0,25.6,3656.0
2023-06-26 21:42:52,0.0,34.0,441.0,25.7,3659.0
2023-06-26 21:47:52,0.0,34.0,446.0,25.6,3659.0
2023-06-26 21:52:52,0.0,34.0,458.0,25.6,3659.0
2023-06-26 21:57:52,0.0,34.0,444.0,25.5,3659.0
2023-06-26 22:02:51,0.0,34.0,449.0,25.5,3656.0
2023-06-26 22:07:51,0.0,34.0,435.0,25.5,3659.0
2023-06-26 22:12:52,0.0,34.0,444.0,25.5,3659.0
2023-06-26 22:17:51,0.0,34.0,434.0,25.4,3656.0
2023-06-26 22:22:51,0.0,34.0,433.0,25.4,3656.0
2023-06-26 22:27:51,0.0,34.0,426.0,25.4,3656.0
2023-06-26 22:32:51,0.0,34.0,440.0,25.4,3659.0
2023-06-26 22:37:51,0.0,34.0,428.0,25.4,3659.0
2023-06-26 22:42:52,0.0,34.0,432.0,25.4,3659.0
2023-06-26 22:47:51,0.0,34.0,434.0,25.3,3659.0
2023-06-26 22:52:51,0.0,34.0,430.0,25.3,3659.0
2023-06-26 22:57:51,0.0,34.0,424.0,25.3,3656.0
2023-06-26 23:02:51,0.0,34.0,441.0,25.2,3659.0
2023-06-26 23:07:51,0.0,34.0,439.0,25.2,3659.0
2023-06-26 23:12:51,0.0,34.0,438.0,25.2,3656.0
2023-06-26 23:17:51,0.0,34.0,437.0,25.2,3656.0
2023-06-26 23:22:51,0.0,34.0,422.0,25.2,3659.0
2023-06-26 23:27:51,0.0,35.0,439.0,25.2,3659.0
2023-06-26 23:32:51,0.0,34.0,431.0,25.2,3659.0
2023-06-26 23:37:51,0.0,35.0,434.0,25.2,3659.0
2023-06-26 23:42:51,0.0,35.0,426.0,25.1,3656.0
2023-06-26 23:47:51,0.0,35.0,441.0,25.0,3659.0
2023-06-26 23:52:51,0.0,35.0,413.0,25.1,3659.0
2023-06-26 23:57:51,0.0,35.0,416.0,25.0,3659.0
2023-06-27 00:02:51,0.0,35.0,421.0,25.0,3659.0
2023-06-27 00:07:51,0.0,35.0,439.0,25.0,3659.0
2023-06-27 00:12:51,0.0,35.0,422.0,25.0,3659.0
2023-06-27 00:17:51,0.0,35.0,422.0,25.0,3659.0
2023-06-27 00:22:51,0.0,35.0,421.0,25.0,3659.0
2023-06-27 00:27:51,0.0,35.0,427.0,24.9,3656.0
2023-06-27 00:32:51,0.0,35.0,417.0,25.0,3656.0
2023-06-27 00:37:51,0.0,35.0,419.0,24.9,3659.0
2023-06-27 00:42:51,0.0,35.0,427.0,24.9,3659.0
2023-06-27 00:47:51,0.0,35.0,410.0,24.8,3661.0
2023-06-27 00:52:51,0.0,35.0,415.0,24.8,3656.0
2023-06-27 00:57:51,0.0,35.0,429.0,24.8,3661.0
2023-06-27 01:02:51,0.0,35.0,425.0,24.8,3656.0
2023-06-27 01:07:51,0.0,35.0,427.0,24.8,3659.0
2023-06-27 01:12:51,0.0,35.0,429.0,24.8,3659.0
2023-06-27 01:17:51,0.0,35.0,423.0,24.8,3659.0
2023-06-27 01:22:51,0.0,35.0,411.0,24.7,3659.0
2023-06-27 01:27:51,0.0,35.0,430.0,24.8,3659.0
2023-06-27 01:32:51,0.0,35.0,430.0,24.7,3659.0
2023-06-27 01:37:51,0.0,35.0,435.0,24.7,3659.0
2023-06-27 01:42:51,0.0,35.0,425.0,24.7,3659.0
2023-06-27 01:47:51,0.0,35.0,424.0,24.7,3659.0
2023-06-27 01:52:51,0.0,35.0,415.0,24.7,3659.0
2023-06-27 01:57:51,0.0,35.0,436.0,24.6,3661.0
2023-06-27 02:02:51,0.0,35.0,432.0,24.7,3656.0
2023-06-27 02:07:51,0.0,35.0,428.0,24.6,3659.0
2023-06-27 02:12:51,0.0,35.0,422.0,24.6,3659.0
2023-06-27 02:17:51,0.0,35.0,431.0,24.6,3659.0
2023-06-27 02:22:51,0.0,35.0,423.0,24.6,3659.0
2023-06-27 02:27:51,0.0,36.0,421.0,24.6,3659.0
2023-06-27 02:32:51,0.0,36.0,422.0,24.5,3656.0
2023-06-27 02:37:51,0.0,36.0,411.0,24.5,3659.0
2023-06-27 02:42:51,0.0,36.0,423.0,24.5,3659.0
2023-06-27 02:47:51,0.0,36.0,420.0,24.5,3661.0
2023-06-27 02:52:51,0.0,36.0,429.0,24.5,3659.0
2023-06-27 02:57:51,0.0,36.0,428.0,24.5,3659.0
2023-06-27 03:02:51,0.0,36.0,422.0,24.5,3659.0
2023-06-27 03:07:51,0.0,36.0,428.0,24.4,3661.0
2023-06-27 03:12:51,0.0,36.0,433.0,24.4,3659.0
2023-06-27 03:17:51,0.0,36.0,421.0,24.4,3659.0
2023-06-27 03:22:51,0.0,36.0,414.0,24.4,3659.0
2023-06-27 03:27:51,0.0,36.0,414.0,24.4,3659.0
2023-06-27 03:32:51,0.0,36.0,426.0,24.4,3659.0
2023-06-27 03:37:51,0.0,36.0,427.0,24.4,3656.0
2023-06-27 03:42:51,0.0,36.0,424.0,24.3,3659.0
2023-06-27 03:47:51,0.0,36.0,437.0,24.3,3659.0
2023-06-27 03:52:51,0.0,36.0,430.0,24.3,3659.0
2023-06-27 03:57:51,0.0,36.0,414.0,24.2,3659.0
2023-06-27 04:02:51,0.0,37.0,423.0,24.3,3661.0
2023-06-27 04:07:51,0.0,36.0,433.0,24.3,3659.0
2023-06-27 04:12:51,0.0,37.0,419.0,24.2,3661.0
2023-06-27 04:17:51,0.0,37.0,423.0,24.2,3659.0
2023-06-27 04:22:51,0.0,37.0,434.0,24.2,3659.0
2023-06-27 04:27:51,0.0,37.0,412.0,24.2,3661.0
2023-06-27 04:32:51,0.0,37.0,426.0,24.2,3659.0
2023-06-27 04:37:51,0.0,37.0,426.0,24.2,3659.0
2023-06-27 04:42:51,0.0,37.0,435.0,24.2,3659.0
2023-06-27 04:47:51,0.0,37.0,435.0,24.1,3656.0
2023-06-27 04:52:51,0.0,37.0,419.0,24.1,3659.0
2023-06-27 04:57:51,0.0,37.0,430.0,24.1,3659.0
2023-06-27 05:02:51,0.0,37.0,429.0,24.1,3656.0
2023-06-27 05:07:51,0.0,37.0,427.0,24.1,3659.0
2023-06-27 05:12:51,0.0,37.0,419.0,24.0,3659.0
2023-06-27 05:17:51,0.0,37.0,436.0,24.1,3659.0
2023-06-27 05:22:51,0.0,38.0,444.0,24.0,3661.0
2023-06-27 05:27:51,0.0,38.0,441.0,24.0,3659.0
2023-06-27 05:32:51,0.0,38.0,431.0,24.0,3659.0
2023-06-27 05:37:51,0.0,38.0,439.0,24.0,3659.0
2023-06-27 05:42:51,0.0,38.0,432.0,24.0,3659.0
2023-06-27 05:47:51,0.0,38.0,433.0,23.9,3659.0
2023-06-27 05:52:51,0.0,38.0,432.0,23.9,3661.0
2023-06-27 05:57:51,0.0,38.0,422.0,23.9,3659.0
2023-06-27 06:02:51,0.0,38.0,433.0,23.9,3659.0
2023-06-27 06:07:51,0.0,38.0,437.0,23.9,3659.0
2023-06-27 06:12:51,3.0,38.0,423.0,23.9,3659.0
2023-06-27 06:17:51,3.0,38.0,437.0,23.8,3659.0
2023-06-27 06:22:51,3.0,38.0,423.0,23.9,3656.0
2023-06-27 06:27:51,3.0,38.0,437.0,23.8,3659.0
2023-06-27 06:32:51,3.0,38.0,430.0,23.8,3661.0
2023-06-27 06:37:51,3.0,39.0,440.0,23.8,3659.0
2023-06-27 06:42:51,3.0,39.0,431.0,23.8,3659.0
2023-06-27 06:47:50,3.0,39.0,423.0,23.8,3656.0
2023-06-27 06:52:50,3.0,39.0,432.0,23.8,3661.0
2023-06-27 06:57:50,3.0,39.0,433.0,23.8,3659.0
2023-06-27 07:02:50,3.0,39.0,439.0,23.8,3661.0
2023-06-27 07:07:50,3.0,39.0,454.0,23.8,3661.0
2023-06-27 07:12:50,3.0,39.0,428.0,23.8,3659.0
2023-06-27 07:17:50,3.0,39.0,428.0,23.7,3659.0
2023-06-27 07:22:50,3.0,39.0,437.0,23.7,3659.0
2023-06-27 07:27:50,3.0,39.0,439.0,23.7,3656.0
2023-06-27 07:32:50,3.0,39.0,428.0,23.7,3659.0
2023-06-27 07:37:50,3.0,39.0,424.0,23.7,3659.0
2023-06-27 07:42:50,3.0,39.0,435.0,23.7,3659.0
2023-06-27 07:47:50,3.0,39.0,429.0,23.7,3659.0
2023-06-27 07:52:50,6.0,39.0,437.0,23.7,3659.0
2023-06-27 07:57:50,6.0,39.0,433.0,23.7,3659.0
2023-06-27 08:02:51,6.0,40.0,438.0,23.7,3661.0
2023-06-27 08:07:50,6.0,40.0,441.0,23.7,3656.0
2023-06-27 08:12:50,6.0,40.0,436.0,23.7,3661.0
2023-06-27 08:17:50,6.0,40.0,435.0,23.7,3659.0
2023-06-27 08:22:50,6.0,40.0,425.0,23.7,3661.0
2023-06-27 08:27:50,6.0,40.0,442.0,23.7,3659.0
2023-06-27 09:07:49,6.0,41.0,440.0,23.7,3659.0
2023-06-27 09:12:49,6.0,42.0,450.0,23.7,3659.0
2023-06-27 09:17:49,10.0,42.0,449.0,23.7,3661.0
2023-06-27 09:22:49,6.0,42.0,465.0,23.8,3659.0
2023-06-27 09:27:49,6.0,42.0,476.0,23.8,3659.0
2023-06-27 09:32:49,6.0,42.0,497.0,23.8,3659.0
2023-06-27 09:37:49,6.0,43.0,508.0,23.8,3659.0
2023-06-27 09:42:49,6.0,43.0,499.0,23.8,3659.0
2023-06-27 09:47:49,10.0,43.0,513.0,23.8,3659.0
2023-06-27 09:52:49,10.0,43.0,542.0,23.9,3661.0
2023-06-27 09:57:49,10.0,43.0,542.0,23.8,3659.0
2023-06-27 10:02:49,13.0,43.0,548.0,23.9,3659.0
2023-06-27 10:07:49,13.0,43.0,548.0,24.0,3661.0
2023-06-27 10:12:49,13.0,43.0,547.0,24.0,3659.0
2023-06-27 10:17:49,13.0,43.0,558.0,24.0,3659.0
2023-06-27 10:22:49,13.0,43.0,550.0,24.0,3659.0
2023-06-27 10:27:49,13.0,43.0,561.0,24.1,3659.0
2023-06-27 10:32:49,13.0,43.0,562.0,24.1,3659.0
2023-06-27 10:37:49,16.0,43.0,560.0,24.1,3659.0
2023-06-27 10:42:49,16.0,43.0,557.0,24.2,3659.0
2023-06-27 10:47:49,20.0,43.0,564.0,24.2,3659.0
2023-06-27 10:52:49,20.0,43.0,557.0,24.2,3659.0
2023-06-27 10:57:49,20.0,43.0,552.0,24.2,3659.0
2023-06-27 11:02:49,20.0,43.0,542.0,24.3,3656.0
2023-06-27 11:07:49,23.0,43.0,519.0,24.3,3659.0
2023-06-27 11:12:49,23.0,42.0,511.0,24.4,3659.0
2023-06-27 11:17:49,26.0,42.0,516.0,24.3,3659.0
2023-06-27 11:22:49,23.0,42.0,519.0,24.4,3659.0
2023-06-27 11:27:49,23.0,42.0,510.0,24.5,3659.0
2023-06-27 11:32:49,23.0,42.0,509.0,24.5,3659.0
2023-06-27 11:37:49,23.0,42.0,485.0,24.5,3656.0
2023-06-27 11:42:49,13.0,42.0,471.0,24.5,3659.0
2023-06-27 11:47:49,26.0,41.0,480.0,24.6,3656.0
2023-06-27 11:52:49,20.0,41.0,487.0,24.6,3659.0
2023-06-27 11:57:49,23.0,41.0,459.0,24.7,3659.0
2023-06-27 12:02:49,23.0,41.0,458.0,24.7,3659.0
2023-06-27 12:07:49,26.0,41.0,461.0,24.7,3656.0
2023-06-27 12:12:49,23.0,40.0,459.0,24.8,3659.0
2023-06-27 12:17:49,30.0,40.0,460.0,24.8,3659.0
2023-06-27 12:22:49,30.0,40.0,456.0,24.9,3656.0
2023-06-27 12:27:49,26.0,40.0,446.0,24.9,3656.0
2023-06-27 12:32:49,26.0,40.0,440.0,24.9,3656.0
2023-06-27 12:37:49,23.0,39.0,438.0,25.0,3656.0
2023-06-27 12:42:49,20.0,39.0,453.0,25.0,3659.0
2023-06-27 12:47:49,30.0,39.0,457.0,25.0,3656.0
2023-06-27 12:52:49,30.0,39.0,445.0,25.1,3659.0
2023-06-27 12:57:49,30.0,38.0,439.0,25.1,3656.0
2023-06-27 13:02:49,30.0,38.0,439.0,25.1,3656.0
2023-06-27 13:07:49,33.0,38.0,447.0,25.2,3656.0
2023-06-27 13:12:49,30.0,38.0,439.0,25.2,3656.0
2023-06-27 13:17:49,33.0,38.0,434.0,25.3,3659.0
2023-06-27 13:22:49,33.0,37.0,420.0,25.3,3656.0
2023-06-27 13:27:49,10.0,37.0,439.0,25.4,3659.0
2023-06-27 13:32:49,10.0,37.0,440.0,25.4,3656.0
2023-06-27 13:37:49,30.0,37.0,445.0,25.4,3659.0
2023-06-27 13:42:48,13.0,37.0,435.0,25.4,3656.0
2023-06-27 13:47:48,10.0,37.0,421.0,25.5,3659.0
2023-06-27 13:52:48,26.0,37.0,421.0,25.5,3656.0
2023-06-27 13:57:48,33.0,37.0,414.0,25.5,3659.0
2023-06-27 14:02:48,16.0,37.0,423.0,25.5,3656.0
2023-06-27 14:07:48,16.0,36.0,416.0,25.6,3659.0
2023-06-27 14:12:48,279.0,36.0,451.0,25.6,3656.0
2023-06-27 14:17:48,144.0,37.0,489.0,25.6,3659.0
2023-06-27 14:22:48,309.0,37.0,521.0,25.7,3656.0
2023-06-27 14:27:48,299.0,36.0,525.0,25.7,3659.0
2023-06-27 14:32:48,141.0,36.0,552.0,25.7,3656.0
2023-06-27 14:37:48,131.0,36.0,543.0,25.8,3656.0
2023-06-27 14:42:49,131.0,36.0,589.0,25.9,3659.0
2023-06-27 14:47:48,134.0,36.0,588.0,25.9,3656.0
2023-06-27 14:52:48,266.0,37.0,595.0,25.9,3659.0
2023-06-27 14:57:48,148.0,36.0,603.0,25.9,3656.0
2023-06-27 15:02:48,144.0,36.0,642.0,26.0,3656.0
2023-06-27 15:07:48,266.0,36.0,617.0,26.0,3659.0
2023-06-27 15:12:48,266.0,36.0,646.0,26.0,3656.0
2023-06-27 15:17:48,266.0,36.0,639.0,26.0,3656.0
2023-11-24 08:19:10,3.0,43.0,449.0,22.2,3.6510000000000002
2023-11-24 08:24:10,6.0,43.0,429.0,22.1,3.6510000000000002
2023-11-24 08:29:11,6.0,43.0,442.0,22.1,3.6510000000000002
2023-11-24 08:34:10,6.0,42.0,438.0,22.2,3.6510000000000002
2023-11-24 08:39:11,6.0,42.0,444.0,22.1,3.6510000000000002
2023-11-24 08:44:10,10.0,42.0,434.0,22.1,3.6510000000000002
2023-12-09 12:23:15,33.0,39.0,450.0,23.2,3.6510000000000002
2023-12-09 12:28:15,20.0,39.0,440.0,23.2,3.6510000000000002
2023-12-09 12:38:15,20.0,39.0,437.0,23.2,3.6510000000000002
2023-12-09 12:43:15,20.0,39.0,459.0,23.2,3.6510000000000002
2023-12-09 12:48:15,20.0,40.0,437.0,23.2,3.6510000000000002
2023-12-09 12:53:15,20.0,40.0,436.0,23.2,3.6510000000000002
2023-12-09 12:58:15,20.0,40.0,443.0,23.2,3.6510000000000002
2023-12-09 13:03:15,23.0,40.0,442.0,23.3,3.6510000000000002
2023-12-09 13:08:15,23.0,40.0,433.0,23.2,3.6510000000000002
2023-12-09 13:13:15,33.0,40.0,430.0,23.2,3.6510000000000002
2023-12-09 13:18:15,30.0,40.0,419.0,23.2,3.6510000000000002
2023-12-09 13:23:15,20.0,40.0,436.0,23.2,3.6510000000000002
2023-12-09 13:28:15,26.0,40.0,433.0,23.2,3.6510000000000002
2023-12-09 13:33:15,26.0,40.0,454.0,23.2,3.6510000000000002
2023-12-09 13:38:15,30.0,40.0,428.0,23.2,3.6510000000000002
2023-12-09 13:43:15,16.0,40.0,432.0,23.2,3.6510000000000002
2023-12-09 13:48:15,13.0,40.0,434.0,23.2,3.6510000000000002
2023-12-09 13:53:15,16.0,40.0,423.0,23.2,3.6510000000000002
2023-12-09 13:58:15,13.0,40.0,421.0,23.2,3.6510000000000002
2023-12-09 14:03:15,13.0,40.0,428.0,23.3,3.6510000000000002
2023-12-09 14:08:15,20.0,40.0,424.0,23.2,3.6510000000000002
2023-12-09 14:13:15,30.0,41.0,428.0,23.3,3.6510000000000002
2023-12-09 14:18:15,20.0,41.0,423.0,23.2,3.6510000000000002
2023-12-09 14:23:15,16.0,41.0,427.0,23.2,3.6510000000000002
2023-12-09 14:28:15,16.0,41.0,416.0,23.2,3.6510000000000002
2023-12-09 14:33:15,20.0,41.0,413.0,23.2,3.6510000000000002
2023-12-09 14:38:15,16.0,41.0,420.0,23.2,3.6510000000000002
2023-12-09 14:43:15,16.0,41.0,422.0,23.2,3.6510000000000002
2023-12-09 14:48:15,16.0,41.0,416.0,23.3,3.6510000000000002
2023-12-09 14:53:15,16.0,41.0,422.0,23.2,3.6510000000000002
2023-12-09 14:58:15,16.0,41.0,421.0,23.2,3.6510000000000002
2023-12-09 15:03:15,10.0,41.0,421.0,23.3,3.6510000000000002
2023-12-09 15:08:15,16.0,41.0,428.0,23.3,3.6510000000000002
2023-12-09 15:13:15,10.0,41.0,423.0,23.2,3.6510000000000002
2023-12-09 15:18:15,10.0,42.0,463.0,23.2,3.6510000000000002
2023-12-09 15:23:15,20.0,42.0,470.0,23.2,3.6510000000000002
2023-12-09 15:28:15,20.0,42.0,488.0,23.3,3.6510000000000002
2023-12-09 15:33:15,16.0,42.0,488.0,23.3,3.6510000000000002
2023-12-09 15:38:15,16.0,42.0,515.0,23.3,3.6510000000000002
2023-12-09 15:43:15,13.0,42.0,530.0,23.3,3.6510000000000002
2023-12-09 15:48:15,10.0,43.0,528.0,23.3,3.6510000000000002
2023-12-09 15:53:15,3.0,43.0,566.0,23.3,3.6510000000000002
2023-12-09 15:58:15,10.0,43.0,598.0,23.3,3.6510000000000002
2023-12-09 16:03:15,6.0,43.0,627.0,23.4,3.6510000000000002
2023-12-09 16:08:15,16.0,43.0,646.0,23.4,3.6510000000000002
2023-12-09 16:13:15,20.0,43.0,657.0,23.5,3.6510000000000002
2023-12-09 16:18:15,16.0,44.0,670.0,23.4,3.6510000000000002
2023-12-09 16:23:15,16.0,44.0,667.0,23.4,3.6510000000000002
2023-12-09 16:28:15,16.0,44.0,674.0,23.5,3.6510000000000002
2023-12-09 16:33:15,16.0,44.0,692.0,23.5,3.6510000000000002
2023-12-09 16:38:15,16.0,44.0,667.0,23.5,3.6510000000000002
2023-12-09 16:43:15,0.0,44.0,693.0,23.5,3.6510000000000002
2023-12-09 16:48:15,0.0,44.0,703.0,23.5,3.6510000000000002
2023-12-09 16:53:15,3.0,45.0,684.0,23.5,3.6510000000000002
2023-12-09 16:58:15,0.0,45.0,692.0,23.5,3.6510000000000002
2023-12-09 17:03:15,0.0,45.0,670.0,23.5,3.6510000000000002
2023-12-09 17:08:15,0.0,45.0,669.0,23.5,3.6510000000000002
2023-12-09 17:13:15,0.0,45.0,652.0,23.5,3.6510000000000002
2023-12-09 17:18:15,0.0,45.0,637.0,23.5,3.6510000000000002
2023-12-09 17:23:15,0.0,45.0,632.0,23.5,3.6510000000000002
2023-12-09 17:28:15,0.0,45.0,630.0,23.5,3.6510000000000002
2023-12-09 17:33:15,0.0,45.0,624.0,23.5,3.6510000000000002
2023-12-09 17:38:14,0.0,45.0,601.0,23.5,3.6510000000000002
2023-12-09 17:43:14,154.0,45.0,596.0,23.5,3.6510000000000002
2023-12-09 17:48:14,0.0,45.0,551.0,23.5,3.653
2023-12-09 17:53:14,0.0,44.0,510.0,23.4,3.6510000000000002
2023-12-09 17:58:15,0.0,44.0,485.0,23.4,3.6510000000000002
2023-12-09 18:03:14,0.0,44.0,464.0,23.4,3.6510000000000002
2023-12-09 18:08:14,0.0,44.0,459.0,23.4,3.6510000000000002
2023-12-09 18:13:14,0.0,43.0,445.0,23.3,3.6510000000000002
2023-12-09 18:18:14,0.0,43.0,452.0,23.3,3.6510000000000002
2023-12-09 18:23:14,0.0,42.0,429.0,23.3,3.6510000000000002
2023-12-09 18:28:14,0.0,42.0,430.0,23.3,3.653
2023-12-09 18:33:14,0.0,42.0,431.0,23.3,3.6510000000000002
2023-12-09 18:38:14,0.0,42.0,427.0,23.2,3.6510000000000002
2023-12-09 18:43:14,0.0,42.0,423.0,23.2,3.6510000000000002
2023-12-09 18:48:14,0.0,41.0,412.0,23.2,3.6510000000000002
2023-12-09 18:53:14,0.0,41.0,401.0,23.2,3.6510000000000002
2023-12-09 18:58:14,0.0,41.0,400.0,23.2,3.6510000000000002
2023-12-09 19:03:14,0.0,41.0,400.0,23.1,3.6510000000000002
2023-12-09 19:08:14,0.0,41.0,410.0,23.1,3.6510000000000002
2023-12-09 19:13:14,0.0,40.0,405.0,23.1,3.6510000000000002
2023-12-09 19:18:14,0.0,40.0,398.0,23.1,3.6510000000000002
2023-12-09 19:23:14,0.0,40.0,394.0,23.1,3.6510000000000002
2023-12-09 19:28:14,0.0,40.0,389.0,23.1,3.653
2023-12-09 19:33:14,0.0,40.0,396.0,23.1,3.6510000000000002
2023-12-09 19:38:14,0.0,40.0,397.0,23.1,3.6510000000000002
2023-12-09 19:43:14,0.0,40.0,394.0,23.0,3.6510000000000002
2023-12-09 19:48:14,0.0,39.0,396.0,23.0,3.6510000000000002
2023-12-09 19:53:14,0.0,39.0,422.0,23.0,3.6510000000000002
2023-12-09 19:58:14,0.0,39.0,397.0,23.1,3.6510000000000002
2023-12-09 20:03:14,0.0,39.0,386.0,23.0,3.6510000000000002
2023-12-09 20:08:14,0.0,39.0,397.0,23.0,3.6510000000000002
2023-12-09 20:13:14,0.0,39.0,391.0,23.0,3.6510000000000002
2023-12-09 20:18:14,0.0,39.0,412.0,23.0,3.6510000000000002
2023-12-09 20:23:14,0.0,39.0,399.0,22.9,3.6510000000000002
2023-12-09 20:28:14,0.0,39.0,399.0,22.9,3.6510000000000002
2023-12-09 20:33:14,0.0,39.0,406.0,22.9,3.6510000000000002
2023-12-09 20:38:14,0.0,39.0,407.0,22.9,3.6510000000000002
2023-12-09 20:43:14,0.0,39.0,409.0,22.9,3.6510000000000002
2023-12-09 20:48:14,0.0,39.0,401.0,22.9,3.6510000000000002
2023-12-09 20:53:14,0.0,39.0,396.0,22.9,3.6510000000000002
2023-12-09 20:58:14,0.0,39.0,398.0,22.9,3.6510000000000002
2023-12-09 21:03:14,0.0,39.0,406.0,22.9,3.6510000000000002
2023-12-09 21:08:14,0.0,38.0,400.0,22.8,3.6510000000000002
2023-12-09 21:13:14,0.0,38.0,405.0,22.8,3.6510000000000002
2023-12-09 21:18:14,0.0,38.0,393.0,22.9,3.6510000000000002
2023-12-09 21:23:14,0.0,38.0,396.0,22.8,3.6510000000000002
2023-12-09 21:28:14,0.0,38.0,410.0,22.8,3.6510000000000002
2023-12-09 21:33:14,0.0,38.0,397.0,22.8,3.653
2023-12-09 21:38:14,0.0,38.0,394.0,22.8,3.653
2023-12-09 21:43:14,0.0,38.0,403.0,22.8,3.6510000000000002
2023-12-09 21:48:14,0.0,38.0,401.0,22.8,3.6510000000000002
2023-12-09 21:53:14,0.0,38.0,410.0,22.8,3.6510000000000002
2023-12-09 21:58:14,0.0,38.0,398.0,22.8,3.6510000000000002
2023-12-09 22:03:14,0.0,38.0,395.0,22.7,3.6510000000000002
2023-12-09 22:08:14,0.0,38.0,385.0,22.8,3.6510000000000002
2023-12-09 22:13:14,0.0,38.0,399.0,22.8,3.6510000000000002
2023-12-09 22:18:14,0.0,37.0,406.0,22.7,3.6510000000000002
2023-12-09 22:23:14,0.0,37.0,403.0,22.7,3.6510000000000002
2023-12-09 22:28:14,0.0,37.0,399.0,22.7,3.6510000000000002
2023-12-09 22:33:14,0.0,37.0,398.0,22.7,3.6510000000000002
