Date,CO2,Humidite,Luminosite,Temperature,Batterie
2023-06-26 09:53:32,415.0,58.0,181.0,20.9,3655.0
2023-06-26 09:58:32,416.0,58.0,215.0,20.9,3655.0
2023-06-26 10:03:32,417.0,58.0,202.0,21.0,3655.0
2023-06-26 10:08:32,423.0,58.0,121.0,21.0,3655.0
2023-06-26 10:13:32,419.0,58.0,178.0,21.0,3655.0
2023-06-26 10:18:32,410.0,58.0,222.0,21.1,3655.0
2023-06-26 10:23:31,412.0,57.0,279.0,21.1,3655.0
2023-06-26 10:28:31,418.0,57.0,212.0,21.1,3655.0
2023-06-26 10:33:31,399.0,57.0,114.0,21.2,3655.0
2023-06-26 10:38:31,406.0,56.0,249.0,21.2,3655.0
2023-06-26 10:43:32,413.0,56.0,276.0,21.2,3655.0
2023-06-26 10:48:31,415.0,55.0,262.0,21.3,3655.0
2023-06-26 10:53:31,408.0,54.0,215.0,21.3,3655.0
2023-06-26 10:58:32,417.0,53.0,323.0,21.3,3655.0
2023-06-26 11:03:31,421.0,51.0,319.0,21.3,3655.0
2023-06-26 11:08:31,423.0,52.0,357.0,21.3,3655.0
2023-06-26 11:13:31,409.0,52.0,171.0,21.4,3655.0
2023-06-26 11:18:31,406.0,51.0,357.0,21.4,3655.0
2023-06-26 11:23:31,411.0,51.0,400.0,21.4,3655.0
2023-06-26 11:28:31,386.0,51.0,458.0,21.5,3655.0
2023-06-26 11:33:31,415.0,51.0,259.0,21.6,3655.0
2023-06-26 11:38:31,401.0,51.0,225.0,21.5,3655.0
2023-06-26 11:43:31,415.0,51.0,232.0,21.6,3655.0
2023-06-26 11:48:31,408.0,52.0,383.0,21.6,3655.0
2023-06-26 11:53:31,411.0,52.0,249.0,21.7,3655.0
2023-06-26 11:58:31,404.0,51.0,407.0,21.6,3655.0
2023-06-26 12:03:31,414.0,51.0,276.0,21.7,3652.0
2023-06-26 12:08:31,421.0,51.0,229.0,21.6,3655.0
2023-06-26 12:13:31,399.0,51.0,175.0,21.7,3655.0
2023-06-26 12:18:31,422.0,51.0,276.0,21.8,3655.0
2023-06-26 12:23:31,399.0,51.0,535.0,21.8,3655.0
2023-06-26 12:28:31,415.0,51.0,319.0,21.8,3655.0
2023-06-26 12:33:31,417.0,50.0,319.0,21.8,3655.0
2023-06-26 12:38:31,421.0,49.0,599.0,21.8,3655.0
2023-06-26 12:43:31,424.0,50.0,639.0,21.8,3655.0
2023-06-26 12:48:31,423.0,50.0,656.0,21.8,3652.0
2023-06-26 12:53:31,419.0,49.0,673.0,21.9,3655.0
2023-06-26 12:58:31,418.0,47.0,737.0,22.0,3655.0
2023-06-26 13:03:31,409.0,47.0,394.0,22.1,3655.0
2023-06-26 13:08:31,408.0,47.0,316.0,22.1,3655.0
2023-06-26 13:13:31,422.0,47.0,700.0,22.2,3655.0
2023-06-26 13:18:31,410.0,46.0,380.0,22.2,3655.0
2023-06-26 13:23:31,417.0,46.0,346.0,22.2,3655.0
2023-06-26 13:28:31,421.0,45.0,346.0,22.3,3655.0
2023-06-26 13:33:31,407.0,45.0,373.0,22.3,3655.0
2023-06-26 13:38:31,422.0,45.0,330.0,22.3,3652.0
2023-06-26 13:43:31,417.0,44.0,350.0,22.3,3652.0
2023-06-26 13:48:31,423.0,44.0,535.0,22.4,3655.0
2023-06-26 13:53:31,413.0,44.0,400.0,22.4,3655.0
2023-06-26 13:58:31,413.0,44.0,276.0,22.4,3655.0
2023-06-26 14:03:31,412.0,44.0,370.0,22.4,3655.0
2023-06-26 14:08:33,403.0,44.0,707.0,22.4,3655.0
2023-06-26 14:13:31,409.0,44.0,727.0,22.5,3655.0
2023-06-26 14:18:31,412.0,44.0,602.0,22.5,3652.0
2023-06-26 14:23:31,407.0,44.0,697.0,22.6,3652.0
2023-06-26 14:28:31,414.0,43.0,690.0,22.6,3652.0
2023-06-26 14:33:31,423.0,43.0,703.0,22.7,3655.0
2023-06-26 14:38:31,417.0,43.0,693.0,22.6,3655.0
2023-06-26 14:43:31,413.0,43.0,330.0,22.6,3655.0
2023-06-26 14:48:31,410.0,43.0,670.0,22.7,3655.0
2023-06-26 14:53:31,419.0,42.0,643.0,22.7,3652.0
2023-06-26 14:58:31,430.0,43.0,357.0,22.8,3652.0
2023-06-26 15:03:31,420.0,42.0,367.0,22.8,3652.0
2023-06-26 15:08:31,422.0,42.0,666.0,22.8,3655.0
2023-06-26 15:13:31,410.0,43.0,508.0,22.8,3655.0
2023-06-26 15:18:31,417.0,43.0,666.0,22.9,3655.0
2023-06-26 15:23:31,414.0,42.0,653.0,22.8,3655.0
2023-06-26 15:28:31,412.0,41.0,387.0,22.9,3652.0
2023-06-26 15:33:31,406.0,41.0,680.0,22.9,3655.0
2023-06-26 15:38:31,424.0,40.0,673.0,22.9,3655.0
2023-06-26 15:43:31,411.0,40.0,653.0,23.0,3655.0
2023-06-26 15:48:31,418.0,40.0,646.0,23.0,3655.0
2023-06-26 15:53:31,394.0,40.0,663.0,23.0,3655.0
2023-06-26 15:58:31,420.0,40.0,656.0,23.1,3652.0
2023-06-26 16:03:31,413.0,40.0,636.0,23.1,3655.0
2023-06-26 16:08:31,413.0,40.0,656.0,23.1,3652.0
2023-06-26 16:13:31,413.0,40.0,626.0,23.2,3655.0
2023-06-26 16:18:31,406.0,41.0,552.0,23.2,3652.0
2023-06-26 16:23:31,404.0,39.0,383.0,23.2,3652.0
2023-06-26 16:28:31,425.0,40.0,639.0,23.2,3655.0
2023-06-26 16:33:31,413.0,40.0,650.0,23.3,3652.0
2023-06-26 16:38:31,407.0,39.0,636.0,23.3,3655.0
2023-06-26 16:43:31,399.0,39.0,650.0,23.4,3655.0
2023-06-26 16:48:31,412.0,39.0,633.0,23.4,3655.0
2023-06-26 16:53:31,399.0,40.0,643.0,23.4,3652.0
2023-06-26 16:58:31,412.0,40.0,613.0,23.5,3655.0
2023-06-26 17:03:31,403.0,39.0,613.0,23.5,3652.0
2023-06-26 17:13:31,413.0,38.0,619.0,23.6,3652.0
2023-06-26 17:18:31,405.0,39.0,468.0,23.6,3652.0
2023-06-26 17:23:31,410.0,38.0,400.0,23.6,3652.0
2023-06-26 17:28:31,397.0,38.0,538.0,23.6,3652.0
2023-06-26 17:33:31,408.0,38.0,417.0,23.6,3652.0
2023-06-26 17:38:31,420.0,38.0,417.0,23.6,3655.0
2023-06-26 17:43:31,414.0,37.0,515.0,23.6,3652.0
2023-06-26 17:48:31,413.0,37.0,424.0,23.6,3655.0
2023-06-26 17:53:31,405.0,38.0,538.0,23.6,3652.0
2023-06-26 17:58:30,412.0,38.0,528.0,23.6,3655.0
2023-06-26 18:03:30,417.0,38.0,400.0,23.7,3652.0
2023-06-26 18:08:30,415.0,38.0,299.0,23.6,3655.0
